"field_name","field_group","source","retrieval_required","llm_required","lov_validation_required","uom_normalization_required","deterministic_rules_can_generate","character_limit","validation_requirements","notes_from_supplied_files_only"
"Alternate Image 1","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt: Frigidaire has _1 through _4 jpg; Whirlpool empty."
"Alternate Image 2","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt: Frigidaire has _1 through _4 jpg; Whirlpool empty."
"Alternate Image 3","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt: Frigidaire has _1 through _4 jpg; Whirlpool empty."
"Alternate Image 4","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt: Frigidaire has _1 through _4 jpg; Whirlpool empty."
"SDS","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"SDS_1","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Warranty Information","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Catalog","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Specification Sheet","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt both rows: Brand_MPN_Specification_Sheet.pdf"
"Instruction/Installation Manual","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Service Manual","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Owners/User Manual","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Line Drawing","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"MTR","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"RoHS","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Full Engineering Drawing","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Energy Star Guide","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Technical Bulletin","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Submittal","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Compatibility Chart","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Size Chart","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Product Label/Insert","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Video Link","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Video Link 1","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Schema only in excerpt (empty)."
"Country Of Origin","Logistics/status","Delivery Format. ground truth.docx: delivery file has blank country-of-origin cells.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on both excerpt rows; blank COO cited as a real-data gap."
"Discontinued","Logistics/status","Delivery Format schema. Empty on excerpt. No rule supplied.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty in 2-row excerpt."
"Actual Image (Yes/No)","Digital assets","Delivery Format. Excerpt both rows: Yes. Column name is Yes/No. Whether No is used is not shown in the excerpt.","No","No","No","No","Column name implies Yes/No. No other rule supplied.","Not specified in supplied files","Column header: Yes/No.","Both excerpt rows Yes when Product Image is populated."
